,from,to,type,event id,flags,source,time,operation,protection,advice
7929,89920d863aba911f4d0e52d64a4ead95,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10351,,syscall,1702119798.648,mmap (write),0,
7930,e2c566ecc039b453473610934d76528d,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10352,,syscall,1702119798.648,mmap (write),3,
7931,23586a686af6df3b48601e5a09581613,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10353,,syscall,1702119798.648,mmap (write),3,
7932,b508a034c34079f16698335a2bd28da3,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10354,,syscall,1702119798.648,mmap (write),3,
7933,17dba488367c66e96244303e0a69d189,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10355,,syscall,1702119798.648,mmap (write),3,
7934,97effb975386f0fb66f463c6c122a388,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10356,,syscall,1702119798.648,mmap (write),3,
7935,4e4db4aa40f949dec6d744dd37072350,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10357,,syscall,1702119798.648,mmap (write),3,
7936,22671b6f60a7db0a5ac2506bdbbe2b74,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10358,,syscall,1702119798.648,mmap (write),3,
7937,8e0371900f2c673bcb29e0a119f05a3a,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10359,,syscall,1702119798.648,mmap (write),3,
7938,32eaa4c41fe7226ead1cf29c4f339e45,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10360,,syscall,1702119798.648,mmap (write),3,
7939,25f7d4a66b77f5e57942799d89d3f69f,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10361,,syscall,1702119798.648,mmap (write),3,
7940,2f2048dce1dcce4316788f6c6bc6597c,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10362,,syscall,1702119798.648,mmap (write),3,
7941,b61763e1d944c092386b8104bf9b1898,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10363,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119798.648,clone,,
7942,631f30ec64bea6588b4135c37d2aed9b,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10364,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119798.648,clone,,
7943,22e79badc1776f92cae2265a39a2d54f,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10365,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119798.648,clone,,
7944,b31ce71333ed4ce2cf2f8ba4d3a84dea,b31ce71333ed4ce2cf2f8ba4d3a84dea,WasTriggeredBy,10366,,syscall,1702119798.648,exit,,
7945,07bc30295a041259f418f4d10a127a68,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10367,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119798.656,clone,,
7946,777a005fe83d1ab2da454f7c5bd3e474,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10368,,syscall,1702119798.656,mmap (write),3,
7947,04f107668b53250dddaa24af2f2e7274,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10369,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119798.656,clone,,
7948,8f9431833acb27a80bd1c4a3ce930bce,463300ec78aa5cf048742792ee5e5ef4,Used,10373,O_RDONLY,syscall,1702119798.656,open,,
7949,8f9431833acb27a80bd1c4a3ce930bce,463300ec78aa5cf048742792ee5e5ef4,Used,10375,,syscall,1702119798.656,close,,
7954,878fc11887b7a849988bae7928ab4abf,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10456,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119798.736,clone,,
7955,8f9431833acb27a80bd1c4a3ce930bce,9b3a95bc82b0239cf9878d0ca894dc31,Used,10458,O_RDONLY,syscall,1702119798.740,open,,
7956,7333860d4b99148fe4f0f48edb955aab,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10459,,syscall,1702119798.740,mmap (write),3,
7959,8f9431833acb27a80bd1c4a3ce930bce,9b3a95bc82b0239cf9878d0ca894dc31,Used,10462,,syscall,1702119798.740,close,,
7960,9164d916e944e4a636e4f66b62abdb57,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10463,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119798.740,clone,,
7961,a1bc2d49b45e0cac5f84ae79142976cd,04f107668b53250dddaa24af2f2e7274,WasGeneratedBy,10464,,syscall,1702119798.740,connect,,
7962,50187c4b8a4196de51368c0d4a475457,9023f1e7157fcc34d7420190b86bc331,Used,10465,,syscall,1702119798.740,accept,,
7963,0f0d2addec2d277f678ffa273cecd8cb,8f9431833acb27a80bd1c4a3ce930bce,WasGeneratedBy,10466,,syscall,1702119798.740,mmap (write),3,
7964,8f9431833acb27a80bd1c4a3ce930bce,8f9431833acb27a80bd1c4a3ce930bce,WasTriggeredBy,10467,,syscall,1702119798.744,exit,,
8427,7710d10423fe8839578d92ef0f188d19,02c2c1d55e6857aaf2d692c7f2e128ff,Used,11663,,syscall,1702119798.892,accept,,
8431,9b481146e3353abc2d72ee71b99f3072,199796b6206e7a9b67705a559d3b4acd,WasGeneratedBy,11667,,syscall,1702119798.892,connect,,
8443,c9b24b4a9b63a52584108840c8d05916,2f1d2c5f1c4b02a9a50c78a31d477996,Used,11684,,syscall,1702119798.900,accept,,
8444,d96e1103a0b4c49f26b547e651bdc2b5,c0698f0d59c444c53158d44bdf981711,WasGeneratedBy,11685,,syscall,1702119798.900,connect,,
8449,f65acc86b60bcaeb45c600d4f31e69f1,15480f0f3d54a1d269b9945f2200e051,WasTriggeredBy,11696,,syscall,1702119798.916,execve,,
8450,f65acc86b60bcaeb45c600d4f31e69f1,463300ec78aa5cf048742792ee5e5ef4,Used,11696,,syscall,1702119798.916,load,,
8451,f65acc86b60bcaeb45c600d4f31e69f1,ff24d51b85635ab8e2118892169b5c1d,Used,11697,O_RDONLY,syscall,1702119798.940,open,,
8452,f65acc86b60bcaeb45c600d4f31e69f1,ff24d51b85635ab8e2118892169b5c1d,Used,11698,,syscall,1702119798.940,close,,
8453,2064a2b1dd3193f42f8d3db9d7104fde,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11699,,syscall,1702119798.940,mmap (write),3,
8454,b3d66f2ce252ad516eb0f5f03526b89c,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11700,,syscall,1702119798.940,mmap (write),0,
8455,805eed4f293a563cd8db36ac63b83f24,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11701,,syscall,1702119798.940,mmap (write),0,
8456,1efb0c6397efe0f1b6d1e1bac634f087,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11702,,syscall,1702119798.940,mmap (write),0,
8457,21099625c7a6f9adce4dbf2415bbf676,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11703,,syscall,1702119798.940,mmap (write),0,
8458,7a94ff89a8458424063c44e562f00258,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11704,,syscall,1702119798.940,mmap (write),0,
8459,e640a5205bccfeca1bca5ab2a6f49037,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11705,,syscall,1702119798.940,mmap (write),0,
8460,dbf8b774022c4170e86525e07964630f,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11706,,syscall,1702119798.940,mmap (write),3,
8461,dbeb8932b628a28b4222f9ddf7af5748,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11707,,syscall,1702119798.940,mmap (write),3,
8462,9c14f05b3908a86051b782d30a3e9d35,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11708,,syscall,1702119798.940,mmap (write),3,
8463,da16e563d799b07cc20f897a111c0c48,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11709,,syscall,1702119798.940,mmap (write),3,
8464,cc7e96d51c386b193ebfc8c918102b32,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11710,,syscall,1702119798.940,mmap (write),3,
8465,bc70b66d49bec30ed673850e0c99a929,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11711,,syscall,1702119798.940,mmap (write),3,
8466,ff634916f8663a0ad4d396371d58d7ff,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11712,,syscall,1702119798.940,mmap (write),3,
8467,701c07d862566ef822c27e5084d76100,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11713,,syscall,1702119798.940,mmap (write),3,
8468,6d7bec8a4d52ca96870a4834ab64b183,f65acc86b60bcaeb45c600d4f31e69f1,WasGeneratedBy,11714,,syscall,1702119798.940,mmap (write),3,
8779,7821a6d4ab497747a39c8ff3a7e4983f,2b4b1f698b0cd08bd9f5bfbb1b936868,WasTriggeredBy,12443,,syscall,1702119799.312,execve,,
8780,7821a6d4ab497747a39c8ff3a7e4983f,463300ec78aa5cf048742792ee5e5ef4,Used,12443,,syscall,1702119799.312,load,,
8781,7821a6d4ab497747a39c8ff3a7e4983f,ff24d51b85635ab8e2118892169b5c1d,Used,12444,O_RDONLY,syscall,1702119799.312,open,,
8782,7821a6d4ab497747a39c8ff3a7e4983f,ff24d51b85635ab8e2118892169b5c1d,Used,12445,,syscall,1702119799.312,close,,
8783,3218585d8c17be2664d2774814db2834,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12446,,syscall,1702119799.312,mmap (write),3,
8784,ddcf9207f7e2df3776f19f0a46d75ce5,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12447,,syscall,1702119799.312,mmap (write),0,
8785,086fd9494f762149f4553f78cbf163c3,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12448,,syscall,1702119799.312,mmap (write),0,
8786,8ea6782062c6c38da19d00fc93a4d416,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12449,,syscall,1702119799.312,mmap (write),0,
8787,950125ac6be87e8922b09fb4be540482,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12450,,syscall,1702119799.312,mmap (write),0,
8788,bb5eb204be3579812df9646572782505,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12451,,syscall,1702119799.312,mmap (write),0,
8789,e0e7b30a24ccd36c26016934d04bc36c,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12452,,syscall,1702119799.312,mmap (write),0,
8790,b241a176bc27906970a17a46813380df,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12453,,syscall,1702119799.312,mmap (write),3,
8791,0cc242b1199cac542082ea98c02e9198,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12454,,syscall,1702119799.312,mmap (write),3,
8792,91c5f9ada3753afb7f8763ae013fb206,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12455,,syscall,1702119799.312,mmap (write),3,
8793,ff03aa4c44d03a60d9ed539e3f12013e,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12456,,syscall,1702119799.312,mmap (write),3,
8794,7fec3d67e5495fff4f60d16af0441095,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12457,,syscall,1702119799.312,mmap (write),3,
8795,72a1917110d980e51abbd3536cada2fd,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12458,,syscall,1702119799.312,mmap (write),3,
8796,69792091e8b30c91a0066667111ff3c9,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12459,,syscall,1702119799.312,mmap (write),3,
8797,8046325725bfa794bb17ac7f520b712f,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12460,,syscall,1702119799.312,mmap (write),3,
8798,53908ffcdc3946a3b298a811cf948089,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12461,,syscall,1702119799.312,mmap (write),3,
8799,08e1e3359f3a9e029a7d5b983fd22517,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12462,,syscall,1702119799.312,mmap (write),3,
8800,5ffabdb40b2aba36bb651a48c70527c0,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12463,,syscall,1702119799.312,mmap (write),3,
8801,26fe7483bc8df141e3635fc6b611cd8f,7821a6d4ab497747a39c8ff3a7e4983f,WasTriggeredBy,12464,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119799.312,clone,,
8802,3d567f5c15c9bbfb8b5008251d3d19e2,7821a6d4ab497747a39c8ff3a7e4983f,WasTriggeredBy,12465,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119799.312,clone,,
8803,80782e184308a94cb978cdff73af1bdf,7821a6d4ab497747a39c8ff3a7e4983f,WasTriggeredBy,12466,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119799.312,clone,,
8804,e3b1acad781c97343fb7fed74f919237,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12468,,syscall,1702119799.316,mmap (write),3,
8805,7821a6d4ab497747a39c8ff3a7e4983f,463300ec78aa5cf048742792ee5e5ef4,Used,12471,O_RDONLY,syscall,1702119799.316,open,,
8806,7821a6d4ab497747a39c8ff3a7e4983f,463300ec78aa5cf048742792ee5e5ef4,Used,12473,,syscall,1702119799.316,close,,
8807,94b387db656308d30c08915bd781631e,7821a6d4ab497747a39c8ff3a7e4983f,WasTriggeredBy,12474,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119799.324,clone,,
8808,673b72efdc14760ffeb0fe2f9bc8fe17,7821a6d4ab497747a39c8ff3a7e4983f,WasTriggeredBy,12475,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119799.324,clone,,
8809,d293e028a68f77c4dfa40e4e53bfc5c1,7821a6d4ab497747a39c8ff3a7e4983f,WasGeneratedBy,12476,,syscall,1702119799.324,mmap (write),3,
8810,be611706131f770e2cbbf26ce5780466,83e3d510126da32af2dbcb1cdc91b732,Used,12477,,syscall,1702119799.324,accept,,
8811,302c9fc58f44493ac77db42ab4adcd03,7821a6d4ab497747a39c8ff3a7e4983f,WasTriggeredBy,12478,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119799.324,clone,,
8812,4e5449a3f331dba3bf1cf4f4533d3907,80782e184308a94cb978cdff73af1bdf,WasGeneratedBy,12479,,syscall,1702119799.324,connect,,
8813,7821a6d4ab497747a39c8ff3a7e4983f,7821a6d4ab497747a39c8ff3a7e4983f,WasTriggeredBy,12480,,syscall,1702119799.324,exit,,
9311,12a6996770e5c0ec0fdca564c81f5359,1b09189ba5495660cbbf057659fb6ab4,WasTriggeredBy,13267,,syscall,1702119800.808,execve,,
9312,12a6996770e5c0ec0fdca564c81f5359,463300ec78aa5cf048742792ee5e5ef4,Used,13267,,syscall,1702119800.808,load,,
9313,12a6996770e5c0ec0fdca564c81f5359,ff24d51b85635ab8e2118892169b5c1d,Used,13268,O_RDONLY,syscall,1702119800.824,open,,
9314,12a6996770e5c0ec0fdca564c81f5359,ff24d51b85635ab8e2118892169b5c1d,Used,13269,,syscall,1702119800.824,close,,
9315,729f5ba4999930d95ad85cfbb06e844f,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13270,,syscall,1702119800.824,mmap (write),3,
9316,9259a03ceac7e39e501e05cc4656c6f1,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13271,,syscall,1702119800.824,mmap (write),0,
9317,af95c088f8bc7501f21d17ea7994ea02,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13272,,syscall,1702119800.824,mmap (write),0,
9318,4a091dea156a325bec69e8da287a7058,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13273,,syscall,1702119800.824,mmap (write),0,
9319,74941ac4df7296263feb58f504eaca8a,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13274,,syscall,1702119800.824,mmap (write),0,
9320,40aba2e96c5eea5c1dbd446fb5080ad5,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13275,,syscall,1702119800.824,mmap (write),0,
9321,f2e2379a15029cd5a4065ad51805e1af,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13276,,syscall,1702119800.824,mmap (write),0,
9322,1061d5816f064e4fd1db819e429a5ab7,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13277,,syscall,1702119800.824,mmap (write),3,
9323,432a9e76b278687eff1c587be35535c5,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13278,,syscall,1702119800.824,mmap (write),3,
9324,286d03d7f173c2d22760ea87cf9e9925,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13279,,syscall,1702119800.824,mmap (write),3,
9325,0458c518a49d44e4a38fa21bca4db979,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13280,,syscall,1702119800.824,mmap (write),3,
9326,2419a0fc3679093b2477559e32e46fb2,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13281,,syscall,1702119800.824,mmap (write),3,
9327,a6b2e5999ee00d7d24f5f0caf0c833fb,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13282,,syscall,1702119800.824,mmap (write),3,
9328,622ee38ceb7e1754bd54ca7ccc18d80a,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13283,,syscall,1702119800.824,mmap (write),3,
9329,7435be863951a04ee63aef4cf36f1f24,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13284,,syscall,1702119800.824,mmap (write),3,
9330,4823bb487e4cf4002115785ebad56bd8,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13285,,syscall,1702119800.824,mmap (write),3,
9331,2df39e33016db37d55ed56b457882e8e,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13286,,syscall,1702119800.824,mmap (write),3,
9332,7403d96dbef480a144743d9731772d16,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13287,,syscall,1702119800.824,mmap (write),3,
9335,f66b442743ac39240248274bf3d65b19,12a6996770e5c0ec0fdca564c81f5359,WasTriggeredBy,13306,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119800.840,clone,,
9336,0c5a71d32b5a8b03ecb3a66f571a04c9,12a6996770e5c0ec0fdca564c81f5359,WasTriggeredBy,13307,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119800.840,clone,,
9337,1071dc7be3f33ad23af69c7357e7d7ed,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13308,,syscall,1702119800.840,mmap (write),3,
9338,3f951a79d32bdfda4dc866f7cc9e0b72,12a6996770e5c0ec0fdca564c81f5359,WasTriggeredBy,13309,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119800.840,clone,,
9339,863372397044f4958cfa45cb04e29225,12a6996770e5c0ec0fdca564c81f5359,WasTriggeredBy,13310,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119800.840,clone,,
9340,12db081410b2aa35e3261104168b1155,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13312,,syscall,1702119800.844,mmap (write),3,
9341,12a6996770e5c0ec0fdca564c81f5359,463300ec78aa5cf048742792ee5e5ef4,Used,13319,O_RDONLY,syscall,1702119800.844,open,,
9342,12a6996770e5c0ec0fdca564c81f5359,463300ec78aa5cf048742792ee5e5ef4,Used,13321,,syscall,1702119800.848,close,,
9344,1ea97a86131c018ec45066c0cdaa0ade,12a6996770e5c0ec0fdca564c81f5359,WasTriggeredBy,13323,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119800.848,clone,,
9345,be611706131f770e2cbbf26ce5780466,99f71eb6a0d861c922d5100d347c8efb,Used,13326,,syscall,1702119800.848,accept,,
9347,047b521f716b04aefc919a91a043861a,863372397044f4958cfa45cb04e29225,WasGeneratedBy,13329,,syscall,1702119800.848,connect,,
9348,897051a0d0ad58ab4d8ce8dba271ddc9,12a6996770e5c0ec0fdca564c81f5359,WasTriggeredBy,13330,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119800.848,clone,,
9349,dcaff1936dd98a778e4cc45610b90cbf,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13332,,syscall,1702119800.848,mmap (write),3,
9351,f63432984e9f0ab1f6aa5e8ac1a49d4b,12a6996770e5c0ec0fdca564c81f5359,WasGeneratedBy,13336,,syscall,1702119800.860,mmap (write),3,
9353,12a6996770e5c0ec0fdca564c81f5359,12a6996770e5c0ec0fdca564c81f5359,WasTriggeredBy,13339,,syscall,1702119800.860,exit,,
9769,a0bc1a9fc23d01a75741add705d91851,5bb2d2704fdb9ce9710631a832b9de21,WasTriggeredBy,13885,,syscall,1702119802.060,execve,,
9770,a0bc1a9fc23d01a75741add705d91851,463300ec78aa5cf048742792ee5e5ef4,Used,13885,,syscall,1702119802.060,load,,
9771,a0bc1a9fc23d01a75741add705d91851,ff24d51b85635ab8e2118892169b5c1d,Used,13886,O_RDONLY,syscall,1702119802.072,open,,
9772,a0bc1a9fc23d01a75741add705d91851,ff24d51b85635ab8e2118892169b5c1d,Used,13887,,syscall,1702119802.072,close,,
9773,91892fef50ef9dc917efa35382c82abd,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13888,,syscall,1702119802.072,mmap (write),3,
9774,dc06c1520dc86aeaf0a0bfe039a0aec5,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13889,,syscall,1702119802.072,mmap (write),0,
9775,fc23c709aeb490e2ca2046e7ed8ba1f3,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13890,,syscall,1702119802.072,mmap (write),0,
9776,653da2935880305cae2d0e8fd6bd437c,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13891,,syscall,1702119802.072,mmap (write),0,
9777,33e397df31801a87fbf9c25a21a2ceed,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13892,,syscall,1702119802.072,mmap (write),0,
9778,93a757d5edcf865dbde3c76253344c79,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13893,,syscall,1702119802.072,mmap (write),0,
9779,0f1e8967050262be09de8cab5ce03f97,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13894,,syscall,1702119802.072,mmap (write),0,
9780,4838fd94aa911c8c27a973c001126875,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13895,,syscall,1702119802.072,mmap (write),3,
9781,9e5d0032391f724ed937919c01245b0b,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13896,,syscall,1702119802.072,mmap (write),3,
9782,74306e4d4fb576a7a2cfb2045b5f8026,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13897,,syscall,1702119802.072,mmap (write),3,
9783,2b2852fef3802a5ecf3c6657f040a91e,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13898,,syscall,1702119802.072,mmap (write),3,
9784,89e6e31ae7c72d2a1a33181e591e4315,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13899,,syscall,1702119802.072,mmap (write),3,
9785,55ca7eb68f235606030f3618aa8a2a9b,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13900,,syscall,1702119802.072,mmap (write),3,
9786,84cba46f97b6059dea24de55920989b6,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13901,,syscall,1702119802.072,mmap (write),3,
9787,0ba4f9d1ae318fe234cfe64907dd8ce9,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13902,,syscall,1702119802.072,mmap (write),3,
9788,fd714a25f28bb89f3c5240933ca82a61,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13903,,syscall,1702119802.072,mmap (write),3,
9789,4303cd8c55bbd1461b5fa433defaca07,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13904,,syscall,1702119802.072,mmap (write),3,
9790,aaef32fc4402cfc22b139a3f539e7709,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13905,,syscall,1702119802.072,mmap (write),3,
9791,3ec7d4e388b1d9eb1157ffa2754a111d,a0bc1a9fc23d01a75741add705d91851,WasTriggeredBy,13906,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119802.072,clone,,
9792,17a1ea13d1aa487a2dce41afc3e0858a,a0bc1a9fc23d01a75741add705d91851,WasTriggeredBy,13907,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119802.072,clone,,
9794,283ac4730709cecf785a559edbe50121,a0bc1a9fc23d01a75741add705d91851,WasTriggeredBy,13909,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119802.080,clone,,
9796,38c63525f174c6675f308a13a95aab6a,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13911,,syscall,1702119802.080,mmap (write),3,
9797,27e3dc81239a7df8a8e104a87e1515f0,a0bc1a9fc23d01a75741add705d91851,WasTriggeredBy,13912,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119802.080,clone,,
9798,8bf09dccd5b763a89588e5740fb0c949,a0bc1a9fc23d01a75741add705d91851,WasGeneratedBy,13914,,syscall,1702119802.080,mmap (write),3,
9799,a0bc1a9fc23d01a75741add705d91851,463300ec78aa5cf048742792ee5e5ef4,Used,13917,O_RDONLY,syscall,1702119802.080,open,,
9800,a0bc1a9fc23d01a75741add705d91851,463300ec78aa5cf048742792ee5e5ef4,Used,13919,,syscall,1702119802.080,close,,
