,id,type,path,subtype,permissions,epoch,source,version,local address,remote port,protocol,remote address,local port,net namespace,memory address,size,tgid,read fd,write fd,svc
434,25b1128d7bff63f4644c11ce2f1a2050,Artifact,,memory,,,syscall,0,,,,,,,7fa5372c9000,10000,1858,,,currencyservice
435,df2b3154fb2bccd0b5d0c1a1afdefbe3,Artifact,,memory,,,syscall,0,,,,,,,7fa537289000,40000,1858,,,currencyservice
436,9a6457399d848d6b4f3e90e4127c89f4,Artifact,,memory,,,syscall,0,,,,,,,7fa537249000,40000,1858,,,currencyservice
451,c7d85f7414eaa614ec8e5eab96c08b23,Artifact,,memory,,,syscall,0,,,,,,,7fa537209000,40000,1858,,,currencyservice
457,c7c7f987e0719fca3e7c4b374500b4f8,Artifact,,memory,,,syscall,0,,,,,,,7f718e782000,40000,1888,,,paymentservice
458,25b05b00d66d365ddc2ad065b660c559,Artifact,,memory,,,syscall,0,,,,,,,7f718e762000,20000,1888,,,paymentservice
459,7a6d69c0378e2d54a342cd28b6d85419,Artifact,,memory,,,syscall,0,,,,,,,7f718e662000,100000,1888,,,paymentservice
460,e793b50ea44467b2cd545b1b24a38697,Artifact,,memory,,,syscall,0,,,,,,,7f718de62000,800000,1888,,,paymentservice
461,595ed448d2c5ac9a73e50f834de43dcf,Artifact,,memory,,,syscall,0,,,,,,,7f7189e62000,4000000,1888,,,paymentservice
462,982c57e44676a7d9f0e58ad619a41d01,Artifact,,memory,,,syscall,0,,,,,,,7f7169e62000,20000000,1888,,,paymentservice
463,b9436aa6bb9490e1dc5d085554194644,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,1888,,,paymentservice
464,3b387bdc6a611d98b914b7ad93f47dfc,Artifact,,memory,,,syscall,0,,,,,,,7f7167e62000,2000000,1888,,,paymentservice
465,815891fe2d1142e2e3ae785ae4296020,Artifact,,memory,,,syscall,0,,,,,,,7f7167c51000,210c10,1888,,,paymentservice
466,90ae9068fa037f4fc39341ca4fe67a05,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,1888,,,paymentservice
467,0aa01b56da45ada0e360bc72020a16e7,Artifact,,memory,,,syscall,1,,,,,,,7f718e762000,20000,1888,,,paymentservice
468,bd82bd15c41960718db7a409e737d95c,Artifact,,memory,,,syscall,0,,,,,,,7f718e6e2000,1000,1888,,,paymentservice
469,3dc38b0af913dba6b4abc04bc9a0a986,Artifact,,memory,,,syscall,0,,,,,,,7f718e268000,1000,1888,,,paymentservice
470,7af40c5f11772bda2f9d34c7374a5f6b,Artifact,,memory,,,syscall,0,,,,,,,7f718be92000,1000,1888,,,paymentservice
471,713bd7011ff56de1e5240f228f22c8aa,Artifact,,memory,,,syscall,0,,,,,,,7f7179fe2000,1000,1888,,,paymentservice
472,74dfec503f7b500cc2975e6c42c509cd,Artifact,,memory,,,syscall,0,,,,,,,7f7167b51000,100000,1888,,,paymentservice
473,ddc775b30b62ae399de93a8f68a1c296,Artifact,,memory,,,syscall,0,,,,,,,7f7167b41000,10000,1888,,,paymentservice
474,3a56849bdb535c8ac5aac1b933bc6517,Artifact,,memory,,,syscall,0,,,,,,,7f7167b31000,10000,1888,,,paymentservice
475,68f5eba95b912068f23037c4a83aef82,Artifact,,memory,,,syscall,0,,,,,,,7f7167af1000,40000,1888,,,paymentservice
477,129ef76def5d31d018436b37f1edf8d8,Artifact,,memory,,,syscall,0,,,,,,,7f7167ab1000,40000,1888,,,paymentservice
480,8fd577e30fc17c8e997dd1e7b676f1d2,Artifact,,memory,,,syscall,0,,,,,,,7ff77ee97000,40000,1895,,,productcatalogservice
481,8c342550285d91d086b250369eac718c,Artifact,,memory,,,syscall,0,,,,,,,7ff77ee77000,20000,1895,,,productcatalogservice
482,cf479a7912c22882c0748683d482589c,Artifact,,memory,,,syscall,0,,,,,,,7ff77ed77000,100000,1895,,,productcatalogservice
483,61c39a249a731df42d00e9db756e680a,Artifact,,memory,,,syscall,0,,,,,,,7ff77e577000,800000,1895,,,productcatalogservice
484,9a2e1538de4bef8c702dc2f3f6f77a4a,Artifact,,memory,,,syscall,0,,,,,,,7ff77a577000,4000000,1895,,,productcatalogservice
485,1aee1e721d39cf140abefe6de0689add,Artifact,,memory,,,syscall,0,,,,,,,7ff75a577000,20000000,1895,,,productcatalogservice
486,48b6878ed92b31b1b0bf9d34b28dac3f,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,1895,,,productcatalogservice
487,1aceeca10c8a38c023ecb9459c17daf3,Artifact,,memory,,,syscall,0,,,,,,,7ff758577000,2000000,1895,,,productcatalogservice
488,ea1272cb21524e52fb64c6d136f570fa,Artifact,,memory,,,syscall,0,,,,,,,7ff758366000,210c10,1895,,,productcatalogservice
489,4b7f4ac90a50ab8b0d34ca2aa35060d4,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,1895,,,productcatalogservice
490,5a60ee2083ca60e729a6b423e25431d3,Artifact,,memory,,,syscall,1,,,,,,,7ff77ee77000,20000,1895,,,productcatalogservice
491,989208be01d9d6f5cefed4ddade574ed,Artifact,,memory,,,syscall,0,,,,,,,7ff77edf7000,1000,1895,,,productcatalogservice
492,1a61594c2eb4b1a4d3005677bb109f1a,Artifact,,memory,,,syscall,0,,,,,,,7ff77e97d000,1000,1895,,,productcatalogservice
493,16d8006480655ffdfc34be807a55b0cf,Artifact,,memory,,,syscall,0,,,,,,,7ff77c5a7000,1000,1895,,,productcatalogservice
494,196e106d44f770ea2da64a508932272e,Artifact,,memory,,,syscall,0,,,,,,,7ff76a6f7000,1000,1895,,,productcatalogservice
495,aebeb2b50d7dee2eecbd42cc1107bfe1,Artifact,,memory,,,syscall,0,,,,,,,7ff758266000,100000,1895,,,productcatalogservice
496,3a756be94a0b87dae8d2e88be3eddca1,Artifact,,memory,,,syscall,0,,,,,,,7ff758256000,10000,1895,,,productcatalogservice
497,4a244337c440f9fff34f3deac971b87e,Artifact,,memory,,,syscall,0,,,,,,,7ff758246000,10000,1895,,,productcatalogservice
498,7a2b7d1e04646ce327c76dfe09aad521,Artifact,,memory,,,syscall,0,,,,,,,7ff758206000,40000,1895,,,productcatalogservice
499,4ebd81ed55986a7722f77ee117e158ec,Artifact,,memory,,,syscall,0,,,,,,,7ff7581c6000,40000,1895,,,productcatalogservice
500,67f8e075c5cf770c437afe0f18a88c47,Artifact,,memory,,,syscall,0,,,,,,,7f7167a71000,40000,1888,,,paymentservice
502,d6a56a27d58748f5d211fbdef39356d4,Artifact,,memory,,,syscall,0,,,,,,,7ff758186000,40000,1895,,,productcatalogservice
513,f0531822754b995751bad534745abd54,Artifact,,memory,,,syscall,0,,,,,,,7f0596d48000,40000,1923,,,cartservice
514,c699e70a3c6e374c33768ca478c954d0,Artifact,,memory,,,syscall,0,,,,,,,7f0596d28000,20000,1923,,,cartservice
515,5bb9573873584456bd2c7d34d2e77320,Artifact,,memory,,,syscall,0,,,,,,,7f0596c28000,100000,1923,,,cartservice
516,435ff585bad16e546b6b509ec74fc39a,Artifact,,memory,,,syscall,0,,,,,,,7f0596428000,800000,1923,,,cartservice
517,eeb484299e280857491af4442a897be3,Artifact,,memory,,,syscall,0,,,,,,,7f0592428000,4000000,1923,,,cartservice
518,29319223be3cb4704840ca1de5bde9f1,Artifact,,memory,,,syscall,0,,,,,,,7f0572428000,20000000,1923,,,cartservice
519,b6a50019ecb0dac129742a661d8f4282,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,1923,,,cartservice
520,42e8a36d964db6d21d99ebe61fa0b045,Artifact,,memory,,,syscall,0,,,,,,,7f0570428000,2000000,1923,,,cartservice
521,5bfa94de33025a4c3cabd0a81a19d71c,Artifact,,memory,,,syscall,0,,,,,,,7f0570217000,210c10,1923,,,cartservice
522,d6df23bebf642e1159635665914d1ac4,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,1923,,,cartservice
523,874b86e4dd9d1699e4d47af123ecffe2,Artifact,,memory,,,syscall,1,,,,,,,7f0596d28000,20000,1923,,,cartservice
524,ad4104f52ec5d44e873bd48dd5607a9a,Artifact,,memory,,,syscall,0,,,,,,,7f0596ca8000,1000,1923,,,cartservice
525,ac933f8aaa4f5bd285e429ecb4220a90,Artifact,,memory,,,syscall,0,,,,,,,7f059682e000,1000,1923,,,cartservice
526,837151642eab416c243916bd5c5f65ae,Artifact,,memory,,,syscall,0,,,,,,,7f0594458000,1000,1923,,,cartservice
527,871c17c8e3577ec39146baa410a576de,Artifact,,memory,,,syscall,0,,,,,,,7f05825a8000,1000,1923,,,cartservice
528,661ac9f524481354fbfc0e52e1fbe562,Artifact,,memory,,,syscall,0,,,,,,,7f0570117000,100000,1923,,,cartservice
529,275558d0d867cf3bd0fc5c3d15f56b4e,Artifact,,memory,,,syscall,0,,,,,,,7f0570107000,10000,1923,,,cartservice
530,13ecff51c3dbfbb66510ab42a01d4b3e,Artifact,,memory,,,syscall,0,,,,,,,7f05700f7000,10000,1923,,,cartservice
531,6d29bab271c58a1634b16d741714d546,Artifact,,memory,,,syscall,0,,,,,,,7f05700b7000,40000,1923,,,cartservice
533,c27151477920fe330d44b6ff7f8e42ca,Artifact,,memory,,,syscall,0,,,,,,,7f0570077000,40000,1923,,,cartservice
534,fb6826d59523d13dc35a70e589e8e528,Artifact,,memory,,,syscall,0,,,,,,,7f0570037000,40000,1923,,,cartservice
536,830c8de205872a4fb64454bc49a16c6e,Artifact,,memory,,,syscall,0,,,,,,,7f056fff7000,40000,1923,,,cartservice
538,b2caaa9c9e935ffe0937864d20cfcce0,Artifact,,memory,,,syscall,0,,,,,,,7fcbc859a000,40000,1946,,,productcatalogservice
539,f0a5e660aeede79c4860823319a0f794,Artifact,,memory,,,syscall,0,,,,,,,7fcbc857a000,20000,1946,,,productcatalogservice
540,9b0067e3afaa78ab6ec695e16928006d,Artifact,,memory,,,syscall,0,,,,,,,7fcbc847a000,100000,1946,,,productcatalogservice
541,18ba43d657befd881b3241bcad8e432f,Artifact,,memory,,,syscall,0,,,,,,,7fcbc7c7a000,800000,1946,,,productcatalogservice
542,5a291154183badcb604e9d252439ce21,Artifact,,memory,,,syscall,0,,,,,,,7fcbc3c7a000,4000000,1946,,,productcatalogservice
543,efd840995a1922a92d9a0aad670d3501,Artifact,,memory,,,syscall,0,,,,,,,7fcba3c7a000,20000000,1946,,,productcatalogservice
544,b6e61390f2d2d66504776ab14d0bc6a2,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,1946,,,productcatalogservice
545,601734222257fe879462b44bf417ffc2,Artifact,,memory,,,syscall,0,,,,,,,7fcba1c7a000,2000000,1946,,,productcatalogservice
546,9abf48bf7943c0b90417c18cb927c7c4,Artifact,,memory,,,syscall,0,,,,,,,7fcba1a69000,210c10,1946,,,productcatalogservice
547,645b5d2cccd2827f0db002a8e7952416,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,1946,,,productcatalogservice
548,1ab0ab18add48ca0062ac9a5e63729d0,Artifact,,memory,,,syscall,1,,,,,,,7fcbc857a000,20000,1946,,,productcatalogservice
549,d1a704982a8866fc0b78ac6adcf852fa,Artifact,,memory,,,syscall,0,,,,,,,7fcbc84fa000,1000,1946,,,productcatalogservice
550,5c538bac9667180ffe6f2d3e9d145d25,Artifact,,memory,,,syscall,0,,,,,,,7fcbc8080000,1000,1946,,,productcatalogservice
551,515440a5368316eb5f783b39ee3b6528,Artifact,,memory,,,syscall,0,,,,,,,7fcbc5caa000,1000,1946,,,productcatalogservice
552,61150a26dced4f0e888b2940ac594cb7,Artifact,,memory,,,syscall,0,,,,,,,7fcbb3dfa000,1000,1946,,,productcatalogservice
553,b8a46c0bb8cde2318a939165cdf45083,Artifact,,memory,,,syscall,0,,,,,,,7fcba1969000,100000,1946,,,productcatalogservice
554,90a1461870248544599ea1664bfb6d63,Artifact,,memory,,,syscall,0,,,,,,,7fcba1959000,10000,1946,,,productcatalogservice
555,8bafd4544352a324c0d3c8a376f52e68,Artifact,,memory,,,syscall,0,,,,,,,7fcba1949000,10000,1946,,,productcatalogservice
556,87f8ff6679f6a789de24cb06c0ff0db2,Artifact,,memory,,,syscall,0,,,,,,,7fcba1909000,40000,1946,,,productcatalogservice
557,fde8028c37a6a3ff6f27e05b43417b4b,Artifact,,memory,,,syscall,0,,,,,,,7fcba18c9000,40000,1946,,,productcatalogservice
558,80670fad9e1155e1a1f00c31c0369330,Artifact,,memory,,,syscall,0,,,,,,,7fcba1889000,40000,1946,,,productcatalogservice
574,46a41c52c736015337a27ad00955c537,Artifact,,memory,,,syscall,0,,,,,,,7f8e78a9f000,40000,1967,,,currencyservice
575,3d93924662131bd2f5a1815c3cadcaa5,Artifact,,memory,,,syscall,0,,,,,,,7f8e78a7f000,20000,1967,,,currencyservice
576,74d12f30e6c512cbec49717f1260a225,Artifact,,memory,,,syscall,0,,,,,,,7f8e7897f000,100000,1967,,,currencyservice
577,67b4964b7db9072f611b6632f9a9d3d2,Artifact,,memory,,,syscall,0,,,,,,,7f8e7817f000,800000,1967,,,currencyservice
578,7ef7e40426c81927af82e165bd708f98,Artifact,,memory,,,syscall,0,,,,,,,7f8e7417f000,4000000,1967,,,currencyservice
579,6fe80f603a0507968b4b9b7b44b171b7,Artifact,,memory,,,syscall,0,,,,,,,7f8e5417f000,20000000,1967,,,currencyservice
580,fe3f0ba96e6be432b5762e6bf0ced05a,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,1967,,,currencyservice
581,2229ebac78d22effc701728b3be6fde9,Artifact,,memory,,,syscall,0,,,,,,,7f8e5217f000,2000000,1967,,,currencyservice
582,30ea1dc39bff8b889cba757dd92d6112,Artifact,,memory,,,syscall,0,,,,,,,7f8e51f6e000,210c10,1967,,,currencyservice
583,885087a25c8cbc9f62ef7071f6471b1f,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,1967,,,currencyservice
584,95cf73b257d19cce04a556da44d83080,Artifact,,memory,,,syscall,1,,,,,,,7f8e78a7f000,20000,1967,,,currencyservice
585,519267550819bb324821e25d47afc054,Artifact,,memory,,,syscall,0,,,,,,,7f8e789ff000,1000,1967,,,currencyservice
586,e14ba06c744fdd670ca2d7260aef6718,Artifact,,memory,,,syscall,0,,,,,,,7f8e78585000,1000,1967,,,currencyservice
587,e88e19c4e0001bff752e245b4b39be78,Artifact,,memory,,,syscall,0,,,,,,,7f8e761af000,1000,1967,,,currencyservice
588,d562a5f0fbaf44916d612da230275860,Artifact,,memory,,,syscall,0,,,,,,,7f8e642ff000,1000,1967,,,currencyservice
589,9560e3420f620f495e203fe05c32b113,Artifact,,memory,,,syscall,0,,,,,,,7f8e51e6e000,100000,1967,,,currencyservice
590,27d63fba2066ce203db16ada5d16a257,Artifact,,memory,,,syscall,0,,,,,,,7f8e51e5e000,10000,1967,,,currencyservice
591,4ebc4103141537414d40dd6eecfe8d52,Artifact,,memory,,,syscall,0,,,,,,,7f8e51e4e000,10000,1967,,,currencyservice
592,28d88288d971dd2f7b32729034107095,Artifact,,memory,,,syscall,0,,,,,,,7f8e51e0e000,40000,1967,,,currencyservice
594,64ef485cdad544c6d65c2eec28e82438,Artifact,,memory,,,syscall,0,,,,,,,7f8e51dce000,40000,1967,,,currencyservice
596,2ede4c3d0213cdbe898ce3ea159d0881,Artifact,,memory,,,syscall,0,,,,,,,7f8e51d8e000,40000,1967,,,currencyservice
599,3d592040d2bfa9c964ea1fc61df11d97,Artifact,,memory,,,syscall,0,,,,,,,7ff59dcf7000,40000,1988,,,paymentservice
600,010eb62e94faa9a3764a5c9eac2df978,Artifact,,memory,,,syscall,0,,,,,,,7ff59dcd7000,20000,1988,,,paymentservice
601,f7a2aad29869c169d4d25378486d5181,Artifact,,memory,,,syscall,0,,,,,,,7ff59dbd7000,100000,1988,,,paymentservice
602,307da5b6d5b99f64240b40e7af18bf4b,Artifact,,memory,,,syscall,0,,,,,,,7ff59d3d7000,800000,1988,,,paymentservice
603,a7dd01fa1ca0191dcbd910f688ee74df,Artifact,,memory,,,syscall,0,,,,,,,7ff5993d7000,4000000,1988,,,paymentservice
604,8f74fe5d3b727382fa094cc2b48e09e2,Artifact,,memory,,,syscall,0,,,,,,,7ff5793d7000,20000000,1988,,,paymentservice
605,a338eee357612ed0ace5d55cc81a81dd,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,1988,,,paymentservice
606,65d5cc722a0ad373f5decd9c5b5832bd,Artifact,,memory,,,syscall,0,,,,,,,7ff5773d7000,2000000,1988,,,paymentservice
607,4d5ce18d48c769af1146a514a0e39155,Artifact,,memory,,,syscall,0,,,,,,,7ff5771c6000,210c10,1988,,,paymentservice
608,dca1ce84dff2ce552c6c40b2ecb35012,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,1988,,,paymentservice
609,eede0eb24e118cbf0e6ce122b8e95340,Artifact,,memory,,,syscall,1,,,,,,,7ff59dcd7000,20000,1988,,,paymentservice
610,9f4f8d19ff601fbf4e35314db880f104,Artifact,,memory,,,syscall,0,,,,,,,7ff59dc57000,1000,1988,,,paymentservice
611,756d5eb2b0c8248477e6c396bdee8b34,Artifact,,memory,,,syscall,0,,,,,,,7ff59d7dd000,1000,1988,,,paymentservice
612,a82915454f60e79588092bde3f5af022,Artifact,,memory,,,syscall,0,,,,,,,7ff59b407000,1000,1988,,,paymentservice
613,437659bfd2c5ce7a8d58b37a228e1855,Artifact,,memory,,,syscall,0,,,,,,,7ff589557000,1000,1988,,,paymentservice
614,f8eabd48fba39f1c349d826d70c96490,Artifact,,memory,,,syscall,0,,,,,,,7ff5770c6000,100000,1988,,,paymentservice
615,2b3595580f5c3d433dbcd1d6217234fd,Artifact,,memory,,,syscall,0,,,,,,,7ff5770b6000,10000,1988,,,paymentservice
616,fbc3aec53ddbb12d8244576d36e55018,Artifact,,memory,,,syscall,0,,,,,,,7ff5770a6000,10000,1988,,,paymentservice
617,8bd785b28ce3883196dc68b792f84136,Artifact,,memory,,,syscall,0,,,,,,,7ff577066000,40000,1988,,,paymentservice
618,0fa05d7bd68ae48de8c6fb262979a814,Artifact,,memory,,,syscall,0,,,,,,,7ff577026000,40000,1988,,,paymentservice
621,1b59858569bd2ad00710b1f426a08bcc,Artifact,,memory,,,syscall,0,,,,,,,7ff576fe6000,40000,1988,,,paymentservice
622,c80475474f3f10fc4ac72d936cecc774,Artifact,,memory,,,syscall,0,,,,,,,7ff576fa6000,40000,1988,,,paymentservice
633,2320463002879e8d7908e547aa3d344f,Artifact,,memory,,,syscall,0,,,,,,,7fe2f10a3000,40000,2073,,,frontend
634,602ef02bdccfe7399038df898c391605,Artifact,,memory,,,syscall,0,,,,,,,7fe2f1083000,20000,2073,,,frontend
635,33a54af5b1f47cd758b5110dcb0d802f,Artifact,,memory,,,syscall,0,,,,,,,7fe2f0f83000,100000,2073,,,frontend
636,cdf6bff9e62df0dd284c4a8cce26b566,Artifact,,memory,,,syscall,0,,,,,,,7fe2f0783000,800000,2073,,,frontend
637,48c72118a1dc53351801bba6e7703ee4,Artifact,,memory,,,syscall,0,,,,,,,7fe2ec783000,4000000,2073,,,frontend
638,24daee2d2a3de6cf6c236ad3f7fc8462,Artifact,,memory,,,syscall,0,,,,,,,7fe2cc783000,20000000,2073,,,frontend
639,d446ad53982ba07963e9588507c56b14,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,2073,,,frontend
640,e84caafc902d895052238853a9bd3436,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca783000,2000000,2073,,,frontend
641,d5a90c35a8c09f61dba3ae059b002515,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca572000,210c10,2073,,,frontend
642,c6de8fbb9788983c549b0369794cc03e,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,2073,,,frontend
643,f183b6f784989ced745b05bbe3f8c7db,Artifact,,memory,,,syscall,1,,,,,,,7fe2f1083000,20000,2073,,,frontend
644,bc1b3ee558d5236a055b6041b8c5f75a,Artifact,,memory,,,syscall,0,,,,,,,7fe2f1003000,1000,2073,,,frontend
645,805f5ecac073793e2df1d04b7addf808,Artifact,,memory,,,syscall,0,,,,,,,7fe2f0b89000,1000,2073,,,frontend
646,c054abe2ed12b7798fb68bb6b9068ee3,Artifact,,memory,,,syscall,0,,,,,,,7fe2ee7b3000,1000,2073,,,frontend
647,79552c1f401754fc1498bab082c1b103,Artifact,,memory,,,syscall,0,,,,,,,7fe2dc903000,1000,2073,,,frontend
648,d3e3563a16c0febdd62d12df5254582d,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca472000,100000,2073,,,frontend
649,aa9e04b30ccf109691e9e9ba2dd3546b,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca462000,10000,2073,,,frontend
650,f165d376de3cbd04cc5205b84a21ec11,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca452000,10000,2073,,,frontend
651,6cdeee40bcaf195785832d3e585ffd16,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca412000,40000,2073,,,frontend
653,7cb6db6057190177a44e04c79ca01901,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca3d2000,40000,2073,,,frontend
656,6b64ca457447cb457af69d60637c04ff,Artifact,,memory,,,syscall,0,,,,,,,7fe2ca392000,40000,2073,,,frontend
657,948adcfeec13b414efb0411ce6848aa0,Artifact,,memory,,,syscall,0,,,,,,,7f8277fba000,40000,2067,,,frontend
658,0de8003c8b964bbff6b3a74df9848df1,Artifact,,memory,,,syscall,0,,,,,,,7f8277f9a000,20000,2067,,,frontend
659,5b3e6ca41951461aa5b1c03f2e8a9631,Artifact,,memory,,,syscall,0,,,,,,,7f8277e9a000,100000,2067,,,frontend
660,936f5cf7a526cb4a518ca7d368e698fa,Artifact,,memory,,,syscall,0,,,,,,,7f827769a000,800000,2067,,,frontend
661,e3b44e8d4f151bd44ef3452b0787f771,Artifact,,memory,,,syscall,0,,,,,,,7f827369a000,4000000,2067,,,frontend
662,7a22c25b15a6e078dc95e33f74824287,Artifact,,memory,,,syscall,0,,,,,,,7f825369a000,20000000,2067,,,frontend
663,89920d863aba911f4d0e52d64a4ead95,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,2067,,,frontend
664,e2c566ecc039b453473610934d76528d,Artifact,,memory,,,syscall,0,,,,,,,7f825169a000,2000000,2067,,,frontend
665,23586a686af6df3b48601e5a09581613,Artifact,,memory,,,syscall,0,,,,,,,7f8251489000,210c10,2067,,,frontend
666,b508a034c34079f16698335a2bd28da3,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,2067,,,frontend
667,17dba488367c66e96244303e0a69d189,Artifact,,memory,,,syscall,1,,,,,,,7f8277f9a000,20000,2067,,,frontend
668,97effb975386f0fb66f463c6c122a388,Artifact,,memory,,,syscall,0,,,,,,,7f8277f1a000,1000,2067,,,frontend
669,4e4db4aa40f949dec6d744dd37072350,Artifact,,memory,,,syscall,0,,,,,,,7f8277aa0000,1000,2067,,,frontend
670,22671b6f60a7db0a5ac2506bdbbe2b74,Artifact,,memory,,,syscall,0,,,,,,,7f82756ca000,1000,2067,,,frontend
671,8e0371900f2c673bcb29e0a119f05a3a,Artifact,,memory,,,syscall,0,,,,,,,7f826381a000,1000,2067,,,frontend
672,32eaa4c41fe7226ead1cf29c4f339e45,Artifact,,memory,,,syscall,0,,,,,,,7f8251389000,100000,2067,,,frontend
673,25f7d4a66b77f5e57942799d89d3f69f,Artifact,,memory,,,syscall,0,,,,,,,7f8251379000,10000,2067,,,frontend
674,2f2048dce1dcce4316788f6c6bc6597c,Artifact,,memory,,,syscall,0,,,,,,,7f8251369000,10000,2067,,,frontend
675,777a005fe83d1ab2da454f7c5bd3e474,Artifact,,memory,,,syscall,0,,,,,,,7f8251329000,40000,2067,,,frontend
676,7333860d4b99148fe4f0f48edb955aab,Artifact,,memory,,,syscall,0,,,,,,,7f82512e9000,40000,2067,,,frontend
679,0f0d2addec2d277f678ffa273cecd8cb,Artifact,,memory,,,syscall,0,,,,,,,7f82512a9000,40000,2067,,,frontend
693,2064a2b1dd3193f42f8d3db9d7104fde,Artifact,,memory,,,syscall,0,,,,,,,7f9940715000,40000,2138,,,recommendationservice
694,b3d66f2ce252ad516eb0f5f03526b89c,Artifact,,memory,,,syscall,0,,,,,,,7f99406f5000,20000,2138,,,recommendationservice
695,805eed4f293a563cd8db36ac63b83f24,Artifact,,memory,,,syscall,0,,,,,,,7f99405f5000,100000,2138,,,recommendationservice
696,1efb0c6397efe0f1b6d1e1bac634f087,Artifact,,memory,,,syscall,0,,,,,,,7f993fdf5000,800000,2138,,,recommendationservice
697,21099625c7a6f9adce4dbf2415bbf676,Artifact,,memory,,,syscall,0,,,,,,,7f993bdf5000,4000000,2138,,,recommendationservice
698,7a94ff89a8458424063c44e562f00258,Artifact,,memory,,,syscall,0,,,,,,,7f991bdf5000,20000000,2138,,,recommendationservice
699,e640a5205bccfeca1bca5ab2a6f49037,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,2138,,,recommendationservice
700,dbf8b774022c4170e86525e07964630f,Artifact,,memory,,,syscall,0,,,,,,,7f9919df5000,2000000,2138,,,recommendationservice
701,dbeb8932b628a28b4222f9ddf7af5748,Artifact,,memory,,,syscall,0,,,,,,,7f9919be4000,210c10,2138,,,recommendationservice
702,9c14f05b3908a86051b782d30a3e9d35,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,2138,,,recommendationservice
703,da16e563d799b07cc20f897a111c0c48,Artifact,,memory,,,syscall,1,,,,,,,7f99406f5000,20000,2138,,,recommendationservice
704,cc7e96d51c386b193ebfc8c918102b32,Artifact,,memory,,,syscall,0,,,,,,,7f9940675000,1000,2138,,,recommendationservice
705,bc70b66d49bec30ed673850e0c99a929,Artifact,,memory,,,syscall,0,,,,,,,7f99401fb000,1000,2138,,,recommendationservice
706,ff634916f8663a0ad4d396371d58d7ff,Artifact,,memory,,,syscall,0,,,,,,,7f993de25000,1000,2138,,,recommendationservice
707,701c07d862566ef822c27e5084d76100,Artifact,,memory,,,syscall,0,,,,,,,7f992bf75000,1000,2138,,,recommendationservice
708,6d7bec8a4d52ca96870a4834ab64b183,Artifact,,memory,,,syscall,0,,,,,,,7f9919ae4000,100000,2138,,,recommendationservice
709,3218585d8c17be2664d2774814db2834,Artifact,,memory,,,syscall,0,,,,,,,7f4ba1d11000,40000,2171,,,checkoutservice
710,ddcf9207f7e2df3776f19f0a46d75ce5,Artifact,,memory,,,syscall,0,,,,,,,7f4ba1cf1000,20000,2171,,,checkoutservice
711,086fd9494f762149f4553f78cbf163c3,Artifact,,memory,,,syscall,0,,,,,,,7f4ba1bf1000,100000,2171,,,checkoutservice
712,8ea6782062c6c38da19d00fc93a4d416,Artifact,,memory,,,syscall,0,,,,,,,7f4ba13f1000,800000,2171,,,checkoutservice
713,950125ac6be87e8922b09fb4be540482,Artifact,,memory,,,syscall,0,,,,,,,7f4b9d3f1000,4000000,2171,,,checkoutservice
714,bb5eb204be3579812df9646572782505,Artifact,,memory,,,syscall,0,,,,,,,7f4b7d3f1000,20000000,2171,,,checkoutservice
715,e0e7b30a24ccd36c26016934d04bc36c,Artifact,,memory,,,syscall,0,,,,,,,c000000000,4000000,2171,,,checkoutservice
716,b241a176bc27906970a17a46813380df,Artifact,,memory,,,syscall,0,,,,,,,7f4b7b3f1000,2000000,2171,,,checkoutservice
717,0cc242b1199cac542082ea98c02e9198,Artifact,,memory,,,syscall,0,,,,,,,7f4b7b1e0000,210c10,2171,,,checkoutservice
718,91c5f9ada3753afb7f8763ae013fb206,Artifact,,memory,,,syscall,0,,,,,,,c000000000,400000,2171,,,checkoutservice
719,ff03aa4c44d03a60d9ed539e3f12013e,Artifact,,memory,,,syscall,1,,,,,,,7f4ba1cf1000,20000,2171,,,checkoutservice
